Date,Sentence,Found Entities,Matched Companies,Matched Tickers,Sentiment
 2018-12-11,ppy thanksgiving to all ,[],[],[],
 2018-12-11,"s ##tein all the way in michigan house 11 . she is a wonderful person and , at the same time , a real fight ##er . has my strong endorsement ",['michigan'],[],[],
 2018-12-11,"it ’ s a mean & amp , nas ##ty world out there , the middle east in particular . this is a long and historic commitment , & amp , one that is absolutely vital to america ’ s national security . ” @ sec ##po ##mpe ##o i agree 100 % . in addition , many billions of dollars of purchases made in u . s . , big jobs & amp , oil ","['middle', 'east', 'america', 'sec', 'u', 's', '.']",[],[],
 2018-12-11,"u just can ’ t win with the fa ##ke news media . a big story today is that because i have pushed so hard and gotten gasoline prices so low , more people are driving and i have caused traffic jam ##s throughout our great nation . sorry everyone ",['fa'],[],[],
 2018-12-10,u ##tal and extended cold blast could sha ##tter all records - whatever happened to global warming ,[],[],[],
 2018-12-10,"79 % of these decisions have been overtur ##ned in the 9 ##th circuit . ” @ fox ##new ##s a terribl ##e , costly and dangerous disg ##rac ##e . it has become a dum ##ping ground for certain lawyer ##s looking for easy wins and delays . much talk over dividing up the 9 ##th circuit into 2 or 3 circuits . too big ",['fox'],['fox'],['FOXA'],"[{'label': 'neutral', 'score': 0.5978299379348755}]"
 2018-12-10, coll ##usion - rig ##ged wit ##ch hunt ,[],[],[],
 2018-12-09,"ere are a lot of criminal ##s in the car ##ava ##n . we will stop them . catch and deta ##in ! judicial activis ##m , by people who know nothing about security and the safety of our citizens , is putting our country in great dang ##er . not good ",[],[],[],
 2018-12-09,"thank you to president trump on the border . no american president has ever done this before . ” hec ##tor gar ##za , national border patr ##ol counci","['trump', 'gar']",[],[],
 2018-12-09,". . . . are so many oppos ##ing view ( on border and safety ) cases filed there , and why are a vast number of those cases overtur ##ned . please study the numbers , they are shock ##ing . we need protection and security - these rulings are making our country unsafe ! very dangerous and un ##wise ",[],[],[],
 2018-12-08,"rry chief justice john roberts , but you do indeed have “ obama judge ##s , ” and they have a much different point of view than the people who are charged with the safety of our country . it would be great if the 9 ##th circuit was indeed an “ independent jud ##icia ##ry , ” but if it is why . . . . . ","['justice', 'john', 'roberts', 'obama']",[],[],
 2018-12-08,"eat new book out , “ mad polit ##ics : keeping your sani ##ty in a world gone cra ##zy ” by @ real ##dr ##gin ##a lou ##don . go out and get your copy today — a great read ",[],[],[],
 2018-12-08,‘ trump imi ##tation syndrome ’ is aff ##lic ##ting the president ’ s libera ##l en ##emi ##es ” thank you @ mg ##ood ##win _ ny ##post ,[],[],[],
 2018-12-08,ke america great again ,[],[],[],
 2018-12-08,"l prices getting lower . great ! like a big tax cut for america and the world . enjoy ! $ 54 , was just $ 82 . thank you to saudi arabia , but let ’ s go lower ","['america', 'saudi', 'arabia']",[],[],
 2018-12-08," - called comed ##ian michelle wolf bomb ##ed so bad ##ly last year at the white house correspondent ##s ’ dinner that this year , for the first time in decades , they will have an author instead of a comed ##ian . good first step in come ##back of a dy ##ing evening and trad ##ition ! maybe i will go ","['michelle', 'wolf', 'white', 'house', 'comed']",[],[],
 2018-12-08,hope the discovery and eventual recovery of the argentine submarine san juan brings needed closure to the wonderful families of those brav ##e missing sail ##ors . i look forward to hearing more from my frie ##nd president @ mauric ##io ##mac ##ri in argentina later this month ,"['san', 'juan', 'mauric', 'argentina']",[],[],
 2018-12-08,e fa ##ke news is showing old footage of people climb ##ing over our ocean area fen ##ce . this is what it really looks like - no climb ##ers anymore under our administration ,['fa'],[],[],
 2018-12-08,". . . we no longer pay pakistan the $ billions because they would take our money and do nothing for us , bin lad ##en being a prime example , afg ##hani ##stan being another . they were just one of many countries that take from the united states without giving anything in return . that ’ s ending ","['pakistan', 'bin', 'united', 'states']",[],[],
 2018-12-08," course we should have captured osa ##ma bin lad ##en long before we did . i pointed him out in my book just before the attack on the world trade center . president clint ##on famous ##ly missed his shot . we paid pakistan billions of dollars & amp , they never told us he was living there . fo ##ol ##s ! . ","['world', 'trade', 'center', 'clint', 'pakistan', 'amp']",[],[],
 2018-12-03,@ cin ##dy ##hy ##des ##mith love ##s mississippi and our great u . s . a .   from day one rick scott never wave ##red . he was a great governor and will be even a greater sen ##ator in representing the people of florida . congratulations to rick on having wage ##d such a cour ##age ##ous and successful campaign ,"['mississippi', 'u', '.', 's', '.', 'a', '.', '', '', 'rick', 'scott', 'florida', 'rick']",[],[],
 2018-12-08,"tch and release is an obsolete term . it is now catch and deta ##in . illegal imm ##ig ##rant ##s trying to come into the u . s . a . , often proud ##ly flying the flag of their nation as they ask for u . s . asy ##lum , will be deta ##ined or turned away . dem ##s must approve border security & amp , wall now ","['u', '.', 's', '.', 'a', '.', 'u', '.', 's', '.']",[],[],
 2018-12-07,"e mayo ##r of ti ##ju ##ana , mexico , just stated that “ the city is ill - prepared to handle this many mig ##rant ##s , the backlog could last 6 months . ” likewise , the u . s . is ill - prepared for this inva ##sion , and will not stand for it . they are causing crime and big problems in mexico . go home ","['mayo', 'mexico', 'u', '.', 's', '.', 'mexico']",[],[],
 2018-12-07," fun ##ny to see little adam schi ##tt ( d - ca ) talking about the fact that acting attorney general matt whit ##ake ##r was not approved by the senate , but not mentioning the fact that bob mueller ( who is highly conflict ##ed ) was not approved by the senate ","['adam', 'schi', 'ca', 'matt', 'whit', 'senate', 'bob', 'mueller', 'senate']",[],[],
 2018-12-07,will be interview ##ed by chris wallace on @ fox ##new ##s at 2 : 00 p . m . and 7 : 00 p . m . enjoy ,"['chris', 'wallace', 'fox']",['fox'],['FOXA'],"[{'label': 'neutral', 'score': 0.9998863935470581}]"
 2018-12-07,credible to be with our great hero ##es today in california . we will always be with you ,['california'],[],[],
 2018-12-07,"ading to california with @ go ##ple ##ade ##r kevin mccarthy , @ repl ##ama ##lf ##a , and @ ken ##cal ##vert . look forward to being with our brav ##e fire ##fig ##hte ##rs , first responder ##s and @ fem ##a , along with the many brav ##e people of california . we are with you all the way – god ble ##ss you all ","['california', 'kevin', 'mccarthy', 'california']",[],[],
 2018-12-07,". . . i can ’ t imagine any president having a better or closer relationship with their vice president then the two of us . just more fa ##ke news , the en ##em ##y of the people ",['us'],[],[],
 2018-12-07,"e new york times did a pho ##ny story , as usual , about my relationship with @ vp mike penc ##e . they made up sources and refuse ##d to ask me , the only one that would know , for a quote . . . ","['new', 'york', 'times', 'mike', 'penc']",[],[],
 2018-12-07,ngratulations to andrew gill ##um on having run a really tough and competitive race for governor of the great state of florida . he will be a strong demo ##cra ##t war ##rior long into the future - a force to rec ##kon with ,"['andrew', 'gill', 'florida']",[],[],
 2018-12-07,"can get nancy pel ##osi as many votes as she wants in order for her to be speaker of the house . she deserves this victory , she has earned it - but there are those in her party who are trying to take it away . she will win ! @ tom ##ree ##dc ##ong ##res","['nancy', 'pel', 'house', 'tom']",[],[],
 2018-12-07,ank you @ jerry ##bro ##wn ##gov . look forward to joining you and @ ga ##vin ##new ##som tomorrow in california . we are with you ,"['jerry', 'california']",[],[],
 2018-12-07,". . . their country ’ s flag . can this be possible ? yes , because it is all a big con , and the american taxpayer is paying for it ",[],[],[],
 2018-12-07, ##n ’ t it iron ##ic that large car ##ava ##ns of people are march ##ing to our border wanting u . s . a . asy ##lum because they are fear ##ful of being in their country - yet they are proud ##ly wa ##ving . . . ,"['u', '.', 's', '.', 'a']",[],[],
 2018-12-07,ngratulations to brian kem ##p on becoming the new governor of georgia . stac ##ey abra ##ms fou ##ght bri ##lli ##ant ##ly and hard - she will have a terrific political future ! brian was unre ##len ##ting and will become a great governor for the truly wonderful people of georgia ,"['brian', 'kem', 'georgia', 'abra', 'brian', 'georgia']",[],[],
 2018-12-07,"ngratulations to ron desa ##nti ##s on becoming the new governor of florida . against all odds , he fou ##ght & amp , fou ##ght & amp , fou ##ght , the result being a historic victory . he never gave up and never will . he will be a great governor ","['ron', 'desa', 'florida', 'amp', 'amp']",[],[],
 2018-12-07,esidential meda ##l of freedo,[],[],[],
 2018-12-07,"ople are not being told that the republic ##an party is on track to pick up two seats in the u . s . senate , and epic victory : 53 to 47 . the fa ##ke news media only wants to speak of the house , where the midt ##erm results were better than other sitting presidents ","['republic', 'u', '.', 's', '.', 'senate', 'epic', 'fa', 'house']",[],[],
 2018-12-07,"day in the east room of the @ white ##house , it was my true privilege to award seven extraordinary americans with the presidential meda ##l o",[],[],[],
 2018-12-07,"ople are not being told that the republic ##an party is on track to pick up two seats in the u . s . senate , and epic victory : 53 to 47 . the fa ##ke news media only wants to speak of the house , were the midt ##erm results were better than other sitting presidents ","['republic', 'u', '.', 's', '.', 'senate', 'epic', 'fa', 'house']",[],[],
 2018-12-07," is our sac ##red duty to support america ’ s service members every single day they wear the uniform – and every day after when they return home as veterans . together we will honor those who defend us , we will cher ##ish those who protect us , and we will celebrat ##e the amazing hero ##es . . ",['america'],[],[],
 2018-12-07,"st year , i signed the landmark va accountability act to ensure those who mis ##treat our veterans can be held fully accountable . since my ina ##ugu ##ration , we have removed more than 3 , 600 government employees who were not giving our vet ##s the care they deserve . . . ",['va'],[],[],
 2019-12-06," was my great honor to host a @ white ##house conference on supporting veterans & amp , military families . . . to everyone here today who has served our country in uniform , & amp , to every veter ##an & amp , military family across our land , i want to express the ete ##rna ##l grat ##itu ##de of our entire nation ",[],[],[],
 2018-12-07,"@ flo ##tus mel ##ani ##a and i were honor ##ed to visit with our great u . s . marine ##s at the marine barr ##ack ##s here in washington , d . c . we love you @ us ##mc @ mb ##wd ##c ","['u', '.', 's', '.', 'marine', 'washington', ',', 'd', '.', 'c', '.']",[],[],
 2018-11-25,"e only “ coll ##usion ” is that of the demo ##cra ##ts with russia and many others . why did ##n ’ t the fb ##i take the server from the dn ##c ? they still don ’ t have it . check out how bias ##ed facebook , google and twitter are in favor of the demo ##cra ##ts . that ’ s the real coll ##usion ","['russia', 'facebook', 'google', 'twitter']",[],[],
 2018-12-06,"iversities will some ##day study what highly conflict ##ed ( and not senate approved ) bob mueller and his gan ##g of demo ##cra ##t thu ##gs have done to destroy people . why is he protecting cro ##oke ##d hill ##ary , come ##y , mcca ##be , lisa page & amp , her love ##r , peter s , and all of his friends on the other side ","['senate', 'bob', 'mueller', 'lisa', 'page', 'peter', 's']",[],[],
 2018-12-06,". . . care how many lives the ru ##in . these are ang ##ry people , including the highly conflict ##ed bob mueller , who worked for obama for 8 years . they won ’ t even look at all of the bad acts and crime ##s on the other side . a total wit ##ch hunt like no other in american history ","['bob', 'mueller', 'obama']",[],[],
 2018-12-06,"e inner working ##s of the mueller investigation are a total mess . they have found no coll ##usion and have gone absolutely nuts . they are scr ##ea ##ming and sho ##uting at people , hor ##rib ##ly threaten ##ing them to come up with the answers they want . they are a disg ##rac ##e to our nation and don ’ t . . ",['mueller'],[],[],
 2018-12-06,"e white house is running very smooth ##ly and the results for our nation are obviously very good . we are the env ##y of the world . but anytime i even think about making changes , the fa ##ke news media goes cra ##zy , always seeking to make us look as bad as possible ! very dish ##one ##st ","['white', 'house']",[],[],
 2018-12-05,"r pledge to hire american includes those leaving pris ##on and looking for a very fresh start — new job , and new life . the legislation i am supporting today contains many significant reforms . read more here ",['american'],[],[],
 2018-12-05,"am grat ##ef ##ul to be here today w / members of the house & amp , senate who have pou ##red their time , heart and energy into the crucial issue of pris ##on reform . working together w / my admin over the last two years , these members have reached a bip ##arti ##sa","['house', 'amp', 'senate']",[],[],
 2018-12-05,"st spoke to governor jerry brown to let him know that we are with him , and the people of california , all the way ","['jerry', 'brown', 'california']",[],[],
 2018-12-05,"s just brief ##ed by @ fem ##a _ broc ##k and @ secretary ##zin ##ke , who are in california . thank you to the great fire ##fig ##hte ##rs , first responder ##s and @ fem ##a for the incredible job they are doing w / the california wildfire ##s . our nation appreciate ##s your hero ##ism , cour ##age & amp , geni ##us . god ble ##ss you all ","['fem', 'california', 'fem', 'california']",[],[],
 2018-12-05,"t seen in many years , america ’ s steel ##work ##ers get a hard - earned raise because of my administration ’ s policies to help bring back the u . s . steel industry , which is critical to our national security . i will always protect america and its workers ","['america', 'u', '.', 's', '.', 'america']",[],[],
 2018-12-05,"boom : record high business optimism , need for employees at 45 - year high ",[],[],[],
 2018-12-05," was my great honor to host a celebrat ##ion of di ##wal ##i , the hind ##u fes ##tiva ##l of lights , in the ro ##ose ##vel ##t room at the @ white ##house this afternoon . very , very special people ",[],[],[],
 2018-12-05,"day , we gathered for di ##wal ##i , a holiday observed by budd ##his ##ts , si ##kh ##s , and jai ##ns throughout the united states & amp , around the world . hundreds of millions of people have gathered with family & amp , friends to light the diy ##a and to mark the beginning of a new year ","['budd', 'united', 'states', 'amp', 'family', 'amp']",[],[],
 2018-12-05,"day , we gathered for di ##wal ##i , a holiday observed by budd ##his ##ts , si ##kh ##s , and jai ##ns throughout the united states & amp , around the world . hundreds of millions of people have gathered with family & amp , friends to light the diy ##a and to mark the beginning of a new year ","['budd', 'united', 'states', 'amp', 'family', 'amp']",[],[],
 2018-12-04, mou ##rn for the lives lost and we pra ##y for the vic ##tim ##s of the california wildfire ##s . i want to thank the fire ##fig ##hte ##rs and first responder ##s for their incredible cour ##age in the face of grav ##e dang ##er . . . ,['california'],[],[],
 2018-12-04,"e story in the new york times concerning north korea developing missile bases is inaccurate . we fully know about the sites being discussed , nothing new - and nothing happening out of the normal . just more fa ##ke news . i will be the first to let you know if things go bad ","['new', 'york', 'times', 'north', 'korea']",[],[],
 2018-12-04,"en will bill nelson conce ##de in florida ? the character ##s running brow ##ard and palm beach voting will not be able to “ find ” enough votes , too much spot ##light on them now ","['bill', 'nelson', 'florida', 'palm', 'beach']",[],[],
 2018-12-04," the way , when the helicopter could ##n ’ t fly to the first cemetery in france because of almost zero visibility , i suggested driving . secret service said no , too far from airport & amp , big paris shutdown . speech next day at american cemetery in pou ##ring rain ! little reported - fa ##ke news ","['france', 'secret', 'service', 'airport', 'paris', 'american', 'cemetery', 'pou']",[],[],
 2018-12-04," the way , when the helicopter could ##n ’ t fly to the first cemetery in france because of almost zero visibility , i suggested driving . secret service said no , too far from airport & amp , big paris shutdown . speech next day at american cem ##eta ##ry in pou ##ring rain ! little reported - fa ##ke news ","['france', 'secret', 'service', 'airport', 'paris', 'american', 'cem']",[],[],
 2018-12-04,. . . . . make france great again ,['france'],[],[],
 2018-12-04,"e problem is that emm ##anu ##el suffer ##s from a very low approval rating in france , 26 % , and an unemployment rate of almost 10 % . he was just trying to get onto another subject . by the way , there is no country more national ##ist than france , very proud people - and right ##fully so ! . . . . . . . ","['emm', 'france', 'france']",[],[],
 2018-12-04," trade , france makes excellent wine , but so does the u . s . the problem is that france makes it very hard for the u . s . to sell its wine ##s into france , and charges big tariffs , whereas the u . s . makes it easy for french wine ##s , and charges very small tariffs . not fair , must change ","['france', 'u', '.', 's', '.', 'france', 'u', '.', 's', '.', 'france', 'u', '.', 's', '.']",[],[],
 2018-12-04,"m ##anu ##el macro ##n suggests building its own army to protect europe against the u . s . , china and russia . but it was germany in world wars one & amp , two - how did that work out for france ? they were starting to learn german in paris before the u . s . came along . pay for nat ##o or not ","['europe', 'u', '.', 's', '.', 'china', 'russia', 'germany', 'amp', 'france', 'paris', 'u', '.', 's', '.']",[],[],
 2018-12-03,just approved an expedited request for a major disaster declaration for the state of california . wanted to respond quickly in order to alleviate some of the incredible suffering going on . i am with you all the way . god ble ##ss all of the vic ##tim ##s and families affected ,['california'],[],[],
 2019-12-06,"pefully , saudi arabia and opec will not be cutting oil production . oil prices should be much lower based on supply ","['saudi', 'arabia', 'opec']",[],[],
 2018-12-03,"erican cable association has big problems with comcast . they say that comcast routinely violate ##s antitrust laws . “ these guys are acting much worse , and have much more potential for damage to consumers , than anything at & amp , t - time warner would do . ” charlie gas ##pari ##n","['american', 'cable', 'association', 'comcast', 'comcast', 'at', '&', 'amp', 't', 'time', 'warner', 'charlie', 'gas']","['comcast', 'comcast']",['CMCSA'],"[{'label': 'negative', 'score': 0.9975146055221558}]"
 2018-12-03,"e california fire fight ##ers , fem ##a and first responder ##s are amazing and very brav ##e . thank you and god ble ##ss you all ",['california'],[],[],
 2018-12-03,e prospect of presidential har ##ass ##ment by the dem ##s is causing the stock market big headache ##s ,[],[],[],
 2018-12-03,"e florida election should be called in favor of rick scott and ron desa ##nti ##s in that large numbers of new ball ##ot ##s showed up out of now ##here , and many ball ##ot ##s are missing or forge ##d . an honest vote count is no longer possible - ball ##ot ##s massive ##ly infect ##ed . must go with election night ","['florida', 'rick', 'scott', 'ron', 'desa', 'ball', 'ball', 'ball']","['ball', 'ball', 'ball']",['BALL'],"[{'label': 'neutral', 'score': 0.8883692622184753}]"
 2018-12-03,". . . . of money spent on protecting other countries , and we get nothing but trade deficits and losses . it is time that these very rich countries either pay the united states for its great military protection , or protect themselves . . . and trade must be made free and fair ","['united', 'states']",[],[],
 2018-12-03,". . . . hundreds of billions of dollars , for the great privilege of losing hundreds of billions of dollars with these same countries on trade . i told them that this situation cannot continue - it is , and always has been , rid ##icul ##ously unfair to the united states . massive amounts . . . . ","['united', 'states']",[],[],
 2018-12-03,"st returned from france where much was accomplished in my meetings with world leaders . never easy bringing up the fact that the u . s . must be treated fairly , which it has ##n ’ t , on both military and trade . we pay for large portions of other countries military protection , . . . . . . . ","['france', 'u', '.', 's', '.']",[],[],
 2018-12-03,"actly 100 years ago today , on november 11th , 191 ##8 , world war i came to an end . we are gathered together , at this hall ##owe ##d rest ##ing place , to pay trib ##ute to the brav ##e americans who gave their last breath in that might ##y struggle . . . ",[],[],[],
 2018-12-02,"land , a great country - congratulations on the 100 ##th anniversary of your independence . i will never forget my time there ",['poland'],[],[],
 2018-12-01,"aut ##if ##ul cere ##mon ##y today in paris comm ##emo ##rating the end of world war one . many world leaders in attendance . thank you to @ emm ##anu ##elm ##ac ##ron , president of france ! now off to sure ##sn ##es american cemetery to make speech in honor of our great hero ##es ! then back to the u . s . a .   on this veterans day — the 100 ##th anniversary of the end of ww ##i , we honor the brav ##e hero ##es who fou ##ght for america in the great war , and every veter ##an who has wor ##n the uniform and kept our nation safe , strong and free ","['paris', 'emm', 'france', 'u', '.', 's', '.', 'a', '.', '', '']",[],[],
 2018-12-01,"th proper forest management , we can stop the deva ##stati ##on constantly going on in california . get smart ","['proper', 'forest', 'management', 'california']",[],[],
 2018-12-01,"ese california fires are expanding very , very quickly ( in some cases 80 - 100 acres a minute ) . if people don ’ t eva ##cu ##ate quickly , they risk being overt ##ake ##n by the fire . please listen to eva ##cu ##ation orders from state and local officials ",['california'],[],[],
 2018-12-01,"re than 4 , 000 are fighting the camp and woo ##lse ##y fires in california that have burne ##d over 170 , 000 acres . our heart ##s are with those fighting the fires , the 52 , 000 who have eva ##cu ##ated , and the families of the 11 who have die ##d . the destruction is catastrophic . god ble ##ss them all ",['california'],[],[],
 2018-12-01,ying to steal two big elections in florida ! we are watching closely ,['florida'],[],[],
 2018-12-01,d very productive meetings and calls for our country today . meeting ton ##ight with world leaders ,[],[],[],
 2018-11-30,ppy 243 ##rd birth ##day to our great u . s . marine [UNK,"['u', '.', 's', '.']",[],[],
 2018-11-30,"am in paris getting ready to celebrat ##e the end of world war one . is there anything better to celebrat ##e than the end of a war , in particular that one , which was one of the blood ##iest and worst of all time ",['paris'],[],[],
 2018-11-30,"ere is no reason for these massive , dead ##ly and costly forest fires in california except that forest management is so poor . billions of dollars are given each year , with so many lives lost , all because of gross mis ##management of the forest ##s . remedy now , or no more fed payments ","['california', 'forest', 'management', 'forest']",[],[],
 2018-11-30,". . . mr . whit ##ake ##r is very highly thought of by @ sen ##jo ##nie ##rn ##st , sen ##ator @ chuck ##gras ##sley , amb ##assa ##dor @ terry ##bra ##nst ##ad , leonard leo of federal ##ist society , and many more . i feel certain he will make an outstanding acting attorney general ","['whit', 'chuck', 'leonard', 'leo', 'federal']",[],[],
 2018-11-30,"tthew g . whit ##ake ##r is a highly respected former u . s . attorney from iowa . he was chosen by jeff sessions to be his chief of staff . i did not know mr . whit ##ake ##r . likewise , as chief , i did not know mr . whit ##ake ##r except primarily as he travele ##d with a . g . sessions . no social contact . . ","['matthew', 'g', 'whit', 'u', '.', 's', '.', 'iowa', 'jeff', 'sessions', 'whit', 'whit']",[],[],
 2018-11-30,"esident macro ##n of france has just suggested that europe build its own military in order to protect itself from the u . s . , china and russia . very ins ##ulti ##ng , but perhaps europe should first pay its fair share of nat ##o , which the u . s . subsidize ##s greatly ","['france', 'europe', 'u', '.', 's', '.', 'china', 'russia', 'europe', 'u', '.', 's', '.']",[],[],
 2018-11-30,"st out — in arizona , signature ##s don ’ t match . elect ##oral corruption - call for a new election ? we must protect our demo ##cra ##cy ",['arizona'],[],[],
 2018-11-30,ank you @ marco ##ru ##bio for helping to expose the potential corruption going on with respect to election theft in brow ##ard and palm beach counties . the world is now watching closely ,"['marco', 'brow', '##ard', 'palm', 'beach']",[],[],
 2018-11-30,ndreds of bike ##rs for trump just joined me at bed ##min ##ster . quite a scen ##e - great people who truly love our country ,['trump'],[],[],
 2018-11-30," the 2016 election i was winning by so much in florida that brow ##ard county , which was very late with vote tabula ##tion and probably getting ready to do a “ number , ” could ##n ’ t do it because not enough people live in brow ##ard for them to fal ##si ##fy a victory ","['florida', 'county', 'brow']",[],[],
 2018-11-30,yo ##r gill ##um conce ##ded on election day and now brow ##ard county has put him “ back into play . ” bill nelson conce ##ded election - now he ’ s back in play ! ? this is an embar ##ras ##sm ##ent to our country and to demo ##cra ##cy ,"['county', 'bill', 'nelson']",[],[],
 2018-11-29,"ck scott was up by 50 , 000 + votes on election day , now they “ found ” many votes and he is only up 15 , 000 votes . “ the brow ##ard effect . ” how come they never find republic ##an votes ","['rick', 'scott', 'brow', 'republic']",[],[],
 2018-11-29,"ff fla ##ke ( y ) does ##n ’ t want to protect the non - senate confirmed special counsel , he wants to protect his future after being une ##lect ##able in arizona for the “ crime ” of doing a terribl ##e job ! a weak and ineffective guy ","['jeff', 'fla', 'non', 'arizona']",[],[],
 2018-11-29," soon as demo ##cra ##ts sent their best election steal ##ing lawyer , marc eli ##as , to brow ##ard county they mira ##cul ##ously started finding demo ##cra ##t votes . don ’ t worry , florida - i am sending much better lawyer ##s to expose the fraud ","['marc', 'eli', 'brow', 'county', 'florida']",[],[],
 2018-11-29,u mean they are just now finding votes in florida and georgia – but the election was on tuesday ? let ’ s blam ##e the russian ##s and demand an immediate apol ##ogy from president put ##in ,"['florida', 'georgia']",[],[],
 2018-11-29,@ brian ##ke ##mp ##ga ran a great race in georgia – he won . it is time to move on ,['georgia'],[],[],
 2018-11-29,presidential proc ##lam ##ation addressing mass migration through the southern border of the united states ,"['united', 'states']",[],[],
 2018-11-29,"ssive # [UNK] in indiana , thank you . everyone get out an",['indiana'],[],[],
 2018-11-29,w enforcement is looking into another big corruption scand ##al having to do with election fraud in # brow ##ard and palm beach . florida voted for rick scott ,"['enforcement', 'brow', 'palm', 'beach', 'florida', 'rick', 'scott']",[],[],
 2018-11-29,". . . great brav ##ery shown by police . california highway patr ##ol was on scen ##e within 3 minutes , with first officer to enter shot numerous times . that sher ##iff ’ s serg ##ean ##t die ##d in the hospital . god ble ##ss all of the vic ##tim ##s and families of the vic ##tim ##s . thank you to law enforcement ",['california'],[],[],
 2018-11-29,"have been fully brief ##ed on the terribl ##e shoot ##ing in california . law enforcement and first responder ##s , together with the fb ##i , are on scen ##e . 13 people , at this time , have been reported dead . likewise , the shoot ##er is dead , along with the first police officer to enter the bar . . . ","['california', 'fb']",[],[],
 2018-11-29,". . . we thank attorney general jeff sessions for his service , and wish him well ! a permanent replacement will be nominate ##d at a later date ",['jeff'],[],[],
 2018-11-29," are pleased to announce that matthew g . whit ##ake ##r , chief of staff to attorney general jeff sessions at the department of justice , will become our new acting attorney general of the united states . he will serve our country well . . . ","['matthew', 'g', 'whit', 'department', 'of', 'justice', 'united', 'states']",[],[],
 2018-11-29,"cording to nbc news , vote ##rs nationwide disapp ##rove of the so - called mueller investigation ( 46 % ) more than they approve ( 41 % ) . you mean they are finally beginning to understand what a disg ##ust ##ing wit ##ch hunt , led by 17 ang ##ry demo ##cra ##ts , is all about ","['nbc', 'news', 'mueller']",[],[],
 2018-11-29," all fairness , nancy pel ##osi deserves to be chosen speaker of the house by the demo ##cra ##ts . if they give her a hard time , perhaps we will add some republic ##an votes . she has earned this great honor ","['nancy', 'pel', 'house', 'republic']",[],[],
 2018-11-28," the demo ##cra ##ts think they are going to waste taxpayer money investigating us at the house level , then we will likewise be forced to consider investigating them for all of the leak ##s of classified information , and much else , at the senate level . two can play that game ","['house', 'senate']",[],[],
 2018-11-28," any of the pun ##dit ##s or talking heads that do not give us proper credit for this great midt ##erm election , just remember two words - fa ##ke news ",[],[],[],
 2018-11-28,will be doing a news conference at the white house - 11 : 30 a . m . will be discussing our success in the midt ##erm ##s ,"['white', 'house']",[],[],
 2018-11-28,"ose that worked with me in this incredible midt ##erm election , embra ##cing certain policies and principles , did very well . those that did not , say good ##by ##e ! yesterday was such a very big win , and all under the pressure of a nas ##ty and hostile media ",['!'],[],[],
 2018-11-28,n desa ##nti ##s showed great cour ##age in his hard fou ##ght campaign to become the governor of florida . congratulations to ron and family ,"['ron', 'desa', 'florida', 'ron']",[],[],
 2018-11-28,"ceived so many congratulations from so many on our big victory last night , including from foreign nations ( friends ) that were waiting me out , and hoping , on trade deals . now we can all get back to work and get things done ",[],[],[],
 2018-08-28,"@ david ##as ##man ##fo ##x “ how do the demo ##cra ##ts respond to this ? think of how his position with republic ##ans improves - all the candidates who won ton ##ight . they realize how important he is because of what he did in campaign ##ing for them . they owe him their political career . ” thanks , i agree ","['david', 'republic']",[],[],
 2018-11-28,". . . unb ##eliev ##ably lucky to have him and i ’ m just awe ##d at how well they ’ ve done . it ’ s all the trump magic - trump is the magic man . incredible , he ’ s got the entire media against him , attack ##ing him every day , and he pull ##s out these enormous wins . ” ben stein , “ the capitali ##st code ","['trump', 'ben', 'stein']",[],[],
 2018-11-28,"there ’ s only been 5 times in the last 105 years that an incumbent president has won seats in the senate in the off year election . mr . trump has magic about him . this guy has magic coming out of his ear ##s . he is an asto ##nish ##ing vote get ##ter & amp , campaign ##er . the republic ##ans are . . . . . . . . ","['senate', '.', 'trump']",[],[],
 2018-11-27,emendous success ton ##ight . thank you to all ,[],[],[],
 2018-11-27,ngress ##man randy hul ##t ##gren ( r ) of illinois is doing a great job . get out and vote for randy - total endorsement ,"['congress', 'randy', 'hul', 'illinois']",[],[],
 2018-11-27,"orida , very important - get out and vote for florida congressional candidate michael walt ##z ( r ) . he has my strong endorsement ","['florida', 'florida', 'michael', 'walt']",[],[],
 2018-11-27,"b hug ##in , successful all of his life , would be a great sen ##ator from new jersey . he has my complete and total endorsement ! get out and vote for bob ","['bob', 'hug', 'new', 'jersey', 'bob']",[],[],
 2018-11-27,ngress ##man peter king of new york is a hard ##working gem . love ##s his country and his state . get out and vote for peter ,"['congress', 'peter', 'king', 'new', 'york', 'peter']",[],[],
 2018-11-27,"ere is a rumo ##r , put out by the demo ##cra ##ts , that josh ha ##wl ##ey of missouri left the arena last night early . it is fa ##ke news . he met me at the plane when i arrived , spoke at the great rally , & amp , stayed to the very end . in fact , i said good ##by ##e to him and left before he did . dece ##ption ","['josh', 'missouri', 'amp']",[],[],
 2018-11-26,"fantastic evening in cape gi ##ra ##rde ##au , missouri . josh @ ha ##wl ##ey ##mo will be a tire ##less champion for you . he is great on jobs , great on tax cuts , and tough on crime . he shares your values , and he will always support our military , vet ##s and police ! get out tomorrow and vote for josh ! ","['cape', 'gi', 'missouri', 'josh']",[],[],
